성별,연령계층별,연,월,항목,자료값
남자,20 - 24세,2013,1,경제활동인구[천명],555.9
남자,20 - 24세,2013,2,경제활동인구[천명],538.7
남자,20 - 24세,2013,3,경제활동인구[천명],510.1
남자,20 - 24세,2013,4,경제활동인구[천명],524.6
남자,20 - 24세,2013,5,경제활동인구[천명],537.7
남자,20 - 24세,2013,6,경제활동인구[천명],562.8
남자,20 - 24세,2013,7,경제활동인구[천명],604.7
남자,20 - 24세,2013,8,경제활동인구[천명],562.6
남자,20 - 24세,2013,9,경제활동인구[천명],561.4
남자,20 - 24세,2013,10,경제활동인구[천명],558.3
남자,20 - 24세,2013,11,경제활동인구[천명],574.2
남자,20 - 24세,2013,12,경제활동인구[천명],578.2
남자,20 - 24세,2014,1,경제활동인구[천명],636.3
남자,20 - 24세,2014,2,경제활동인구[천명],619.2
남자,20 - 24세,2014,3,경제활동인구[천명],549.8
남자,20 - 24세,2014,4,경제활동인구[천명],584.4
남자,20 - 24세,2014,5,경제활동인구[천명],585.4
남자,20 - 24세,2014,6,경제활동인구[천명],598.6
남자,20 - 24세,2014,7,경제활동인구[천명],658.4
남자,20 - 24세,2014,8,경제활동인구[천명],653.7
남자,20 - 24세,2014,9,경제활동인구[천명],615.6
남자,20 - 24세,2014,10,경제활동인구[천명],603.7
남자,20 - 24세,2014,11,경제활동인구[천명],611.6
남자,20 - 24세,2014,12,경제활동인구[천명],614.7
남자,20 - 24세,2015,1,경제활동인구[천명],658.6
남자,20 - 24세,2015,2,경제활동인구[천명],672.9
남자,20 - 24세,2015,3,경제활동인구[천명],623.4
남자,20 - 24세,2015,4,경제활동인구[천명],660.6
남자,20 - 24세,2015,5,경제활동인구[천명],656.8
남자,20 - 24세,2015,6,경제활동인구[천명],659.6
남자,20 - 24세,2015,7,경제활동인구[천명],667.6
남자,20 - 24세,2015,8,경제활동인구[천명],646.1
남자,20 - 24세,2015,9,경제활동인구[천명],630.1
남자,20 - 24세,2015,10,경제활동인구[천명],639.1
남자,20 - 24세,2015,11,경제활동인구[천명],635.9
남자,20 - 24세,2015,12,경제활동인구[천명],629.1
남자,20 - 24세,2016,1,경제활동인구[천명],623.4
남자,20 - 24세,2016,2,경제활동인구[천명],621.7
남자,20 - 24세,2016,3,경제활동인구[천명],627.4
남자,20 - 24세,2016,4,경제활동인구[천명],616.6
남자,20 - 24세,2016,5,경제활동인구[천명],654
남자,20 - 24세,2016,6,경제활동인구[천명],676.7
남자,20 - 24세,2016,7,경제활동인구[천명],661
남자,20 - 24세,2016,8,경제활동인구[천명],655.7
남자,20 - 24세,2016,9,경제활동인구[천명],654
남자,20 - 24세,2016,10,경제활동인구[천명],629.8
남자,20 - 24세,2016,11,경제활동인구[천명],614.4
남자,20 - 24세,2016,12,경제활동인구[천명],616.4
남자,20 - 24세,2017,1,경제활동인구[천명],602.4
남자,20 - 24세,2017,2,경제활동인구[천명],611.9
남자,20 - 24세,2017,3,경제활동인구[천명],614.3
남자,20 - 24세,2017,4,경제활동인구[천명],633.6
남자,20 - 24세,2017,5,경제활동인구[천명],643.4
남자,20 - 24세,2017,6,경제활동인구[천명],640.4
남자,20 - 24세,2017,7,경제활동인구[천명],671.2
남자,20 - 24세,2017,8,경제활동인구[천명],630.4
남자,20 - 24세,2017,9,경제활동인구[천명],613.6
남자,20 - 24세,2017,10,경제활동인구[천명],601.5
남자,20 - 24세,2017,11,경제활동인구[천명],608.9
남자,20 - 24세,2017,12,경제활동인구[천명],598.5
남자,20 - 24세,2018,1,경제활동인구[천명],592
남자,20 - 24세,2018,2,경제활동인구[천명],593.5
남자,20 - 24세,2018,3,경제활동인구[천명],586.8
남자,20 - 24세,2018,4,경제활동인구[천명],561.3
남자,20 - 24세,2018,5,경제활동인구[천명],569.1
남자,20 - 24세,2018,6,경제활동인구[천명],555.1
남자,20 - 24세,2018,7,경제활동인구[천명],576.6
남자,20 - 24세,2018,8,경제활동인구[천명],567.4
남자,20 - 24세,2018,9,경제활동인구[천명],552.1
남자,20 - 24세,2018,10,경제활동인구[천명],560.9
남자,20 - 24세,2018,11,경제활동인구[천명],550.3
남자,20 - 24세,2018,12,경제활동인구[천명],555
남자,20 - 24세,2019,1,경제활동인구[천명],552.4
남자,20 - 24세,2019,2,경제활동인구[천명],587.3
남자,20 - 24세,2019,3,경제활동인구[천명],594.5
남자,20 - 24세,2019,4,경제활동인구[천명],598.1
남자,20 - 24세,2019,5,경제활동인구[천명],584.9
남자,20 - 24세,2019,6,경제활동인구[천명],601.2
남자,20 - 24세,2019,7,경제활동인구[천명],617.2
남자,20 - 24세,2019,8,경제활동인구[천명],597.2
남자,20 - 24세,2019,9,경제활동인구[천명],569.1
남자,20 - 24세,2019,10,경제활동인구[천명],580.8
남자,20 - 24세,2019,11,경제활동인구[천명],611.5
남자,20 - 24세,2019,12,경제활동인구[천명],598.5
남자,20 - 24세,2020,1,경제활동인구[천명],581.9
남자,20 - 24세,2020,2,경제활동인구[천명],574.4
남자,20 - 24세,2020,3,경제활동인구[천명],530.9
남자,20 - 24세,2020,4,경제활동인구[천명],533.8
남자,20 - 24세,2020,5,경제활동인구[천명],560.3
남자,20 - 24세,2020,6,경제활동인구[천명],558.7
남자,20 - 24세,2020,7,경제활동인구[천명],565.3
남자,20 - 24세,2020,8,경제활동인구[천명],558.4
남자,20 - 24세,2020,9,경제활동인구[천명],535.7
남자,20 - 24세,2020,10,경제활동인구[천명],525.9
남자,20 - 24세,2020,11,경제활동인구[천명],524
남자,20 - 24세,2020,12,경제활동인구[천명],488.6
남자,20 - 24세,2021,1,경제활동인구[천명],514.8
남자,20 - 24세,2021,2,경제활동인구[천명],512.3
남자,20 - 24세,2021,3,경제활동인구[천명],567.5
남자,20 - 24세,2021,4,경제활동인구[천명],559.4
남자,20 - 24세,2021,5,경제활동인구[천명],572.1
남자,25 - 29세,2011,1,경제활동인구[천명],1448.7
남자,25 - 29세,2011,2,경제활동인구[천명],1449.5
남자,25 - 29세,2011,3,경제활동인구[천명],1456.9
남자,25 - 29세,2011,4,경제활동인구[천명],1485.9
남자,25 - 29세,2011,5,경제활동인구[천명],1466.3
남자,25 - 29세,2011,6,경제활동인구[천명],1449.8
남자,25 - 29세,2011,7,경제활동인구[천명],1454.2
남자,25 - 29세,2011,8,경제활동인구[천명],1433.2
남자,25 - 29세,2011,9,경제활동인구[천명],1418.2
남자,25 - 29세,2011,10,경제활동인구[천명],1411.9
남자,25 - 29세,2011,11,경제활동인구[천명],1401.5
남자,25 - 29세,2011,12,경제활동인구[천명],1393.3
남자,25 - 29세,2012,1,경제활동인구[천명],1382.8
남자,25 - 29세,2012,2,경제활동인구[천명],1404.4
남자,25 - 29세,2012,3,경제활동인구[천명],1404.8
남자,25 - 29세,2012,4,경제활동인구[천명],1392.7
남자,25 - 29세,2012,5,경제활동인구[천명],1381
남자,25 - 29세,2012,6,경제활동인구[천명],1360.2
남자,25 - 29세,2012,7,경제활동인구[천명],1337.8
남자,25 - 29세,2012,8,경제활동인구[천명],1316.2
남자,25 - 29세,2012,9,경제활동인구[천명],1302.8
남자,25 - 29세,2012,10,경제활동인구[천명],1306.8
남자,25 - 29세,2012,11,경제활동인구[천명],1302.8
남자,25 - 29세,2012,12,경제활동인구[천명],1286.8
남자,25 - 29세,2013,1,경제활동인구[천명],1295.5
남자,25 - 29세,2013,2,경제활동인구[천명],1291.9
남자,25 - 29세,2013,3,경제활동인구[천명],1297.5
남자,25 - 29세,2013,4,경제활동인구[천명],1302.8
남자,25 - 29세,2013,5,경제활동인구[천명],1307.3
남자,25 - 29세,2013,6,경제활동인구[천명],1300.1
남자,25 - 29세,2013,7,경제활동인구[천명],1283.6
남자,25 - 29세,2013,8,경제활동인구[천명],1281.7
남자,25 - 29세,2013,9,경제활동인구[천명],1294.8
남자,25 - 29세,2013,10,경제활동인구[천명],1282.1
남자,25 - 29세,2013,11,경제활동인구[천명],1285.7
남자,25 - 29세,2013,12,경제활동인구[천명],1266.3
남자,25 - 29세,2014,1,경제활동인구[천명],1264.7
남자,25 - 29세,2014,2,경제활동인구[천명],1294.7
남자,25 - 29세,2014,3,경제활동인구[천명],1300
남자,25 - 29세,2014,4,경제활동인구[천명],1316.2
남자,25 - 29세,2014,5,경제활동인구[천명],1285
남자,25 - 29세,2014,6,경제활동인구[천명],1292.3
남자,25 - 29세,2014,7,경제활동인구[천명],1293.5
남자,25 - 29세,2014,8,경제활동인구[천명],1295
남자,25 - 29세,2014,9,경제활동인구[천명],1295.6
남자,25 - 29세,2014,10,경제활동인구[천명],1284.5
남자,25 - 29세,2014,11,경제활동인구[천명],1285.3
남자,25 - 29세,2014,12,경제활동인구[천명],1276.4
남자,25 - 29세,2015,1,경제활동인구[천명],1280.9
남자,25 - 29세,2015,2,경제활동인구[천명],1296.9
남자,25 - 29세,2015,3,경제활동인구[천명],1282.4
남자,25 - 29세,2015,4,경제활동인구[천명],1305.7
남자,25 - 29세,2015,5,경제활동인구[천명],1307.7
남자,25 - 29세,2015,6,경제활동인구[천명],1307.9
남자,25 - 29세,2015,7,경제활동인구[천명],1303.9
남자,25 - 29세,2015,8,경제활동인구[천명],1286.3
남자,25 - 29세,2015,9,경제활동인구[천명],1297.5
남자,25 - 29세,2015,10,경제활동인구[천명],1286.5
남자,25 - 29세,2015,11,경제활동인구[천명],1297.2
남자,25 - 29세,2015,12,경제활동인구[천명],1291.4
남자,25 - 29세,2016,1,경제활동인구[천명],1307.1
남자,25 - 29세,2016,2,경제활동인구[천명],1357
남자,25 - 29세,2016,3,경제활동인구[천명],1356.4
남자,25 - 29세,2016,4,경제활동인구[천명],1365.5
남자,25 - 29세,2016,5,경제활동인구[천명],1351.1
남자,25 - 29세,2016,6,경제활동인구[천명],1376.4
남자,25 - 29세,2016,7,경제활동인구[천명],1360.3
남자,25 - 29세,2016,8,경제활동인구[천명],1336.5
남자,25 - 29세,2016,9,경제활동인구[천명],1343.8
남자,25 - 29세,2016,10,경제활동인구[천명],1321.5
남자,25 - 29세,2016,11,경제활동인구[천명],1291.3
남자,25 - 29세,2016,12,경제활동인구[천명],1298.8
남자,25 - 29세,2017,1,경제활동인구[천명],1277.1
남자,25 - 29세,2017,2,경제활동인구[천명],1357.8
남자,25 - 29세,2017,3,경제활동인구[천명],1351.2
남자,25 - 29세,2017,4,경제활동인구[천명],1364.3
남자,25 - 29세,2017,5,경제활동인구[천명],1358.4
남자,25 - 29세,2017,6,경제활동인구[천명],1372.8
남자,25 - 29세,2017,7,경제활동인구[천명],1353.6
남자,25 - 29세,2017,8,경제활동인구[천명],1354.8
남자,25 - 29세,2017,9,경제활동인구[천명],1367.3
남자,25 - 29세,2017,10,경제활동인구[천명],1359.2
남자,25 - 29세,2017,11,경제활동인구[천명],1365.8
남자,25 - 29세,2017,12,경제활동인구[천명],1357.9
남자,25 - 29세,2018,1,경제활동인구[천명],1354.2
남자,25 - 29세,2018,2,경제활동인구[천명],1368.1
남자,25 - 29세,2018,3,경제활동인구[천명],1410.7
남자,25 - 29세,2018,4,경제활동인구[천명],1423.2
남자,25 - 29세,2018,5,경제활동인구[천명],1440.2
남자,25 - 29세,2018,6,경제활동인구[천명],1420.2
남자,25 - 29세,2018,7,경제활동인구[천명],1426.9
남자,25 - 29세,2018,8,경제활동인구[천명],1434.8
남자,25 - 29세,2018,9,경제활동인구[천명],1414.9
남자,25 - 29세,2018,10,경제활동인구[천명],1385.9
남자,25 - 29세,2018,11,경제활동인구[천명],1405.6
남자,25 - 29세,2018,12,경제활동인구[천명],1405.9
남자,25 - 29세,2019,1,경제활동인구[천명],1398.4
남자,25 - 29세,2019,2,경제활동인구[천명],1388.6
남자,25 - 29세,2019,3,경제활동인구[천명],1444.6
남자,25 - 29세,2019,4,경제활동인구[천명],1446.4
남자,25 - 29세,2019,5,경제활동인구[천명],1457.9
남자,25 - 29세,2019,6,경제활동인구[천명],1448.3
남자,25 - 29세,2019,7,경제활동인구[천명],1453.1
남자,25 - 29세,2019,8,경제활동인구[천명],1428.3
남자,25 - 29세,2019,9,경제활동인구[천명],1449.4
남자,25 - 29세,2019,10,경제활동인구[천명],1440.3
남자,25 - 29세,2019,11,경제활동인구[천명],1430.8
남자,25 - 29세,2019,12,경제활동인구[천명],1431.7
남자,25 - 29세,2020,1,경제활동인구[천명],1423
남자,25 - 29세,2020,2,경제활동인구[천명],1415.9
남자,25 - 29세,2020,3,경제활동인구[천명],1410.2
남자,25 - 29세,2020,4,경제활동인구[천명],1397.8
남자,25 - 29세,2020,5,경제활동인구[천명],1412.4
남자,25 - 29세,2020,6,경제활동인구[천명],1414.8
남자,25 - 29세,2020,7,경제활동인구[천명],1403.9
남자,25 - 29세,2020,8,경제활동인구[천명],1369.3
남자,25 - 29세,2020,9,경제활동인구[천명],1395.1
남자,25 - 29세,2020,10,경제활동인구[천명],1410.4
남자,25 - 29세,2020,11,경제활동인구[천명],1391.2
남자,25 - 29세,2020,12,경제활동인구[천명],1361.6
남자,25 - 29세,2021,1,경제활동인구[천명],1357.6
남자,25 - 29세,2021,2,경제활동인구[천명],1415.1
남자,25 - 29세,2021,3,경제활동인구[천명],1420.6
남자,25 - 29세,2021,4,경제활동인구[천명],1430.3
남자,25 - 29세,2021,5,경제활동인구[천명],1436.1
남자,30 - 34세,2011,1,경제활동인구[천명],1809.7
남자,30 - 34세,2011,2,경제활동인구[천명],1823.6
남자,30 - 34세,2011,3,경제활동인구[천명],1844.6
남자,30 - 34세,2011,4,경제활동인구[천명],1834.5
남자,30 - 34세,2011,5,경제활동인구[천명],1847.3
남자,30 - 34세,2011,6,경제활동인구[천명],1858.7
남자,30 - 34세,2011,7,경제활동인구[천명],1846.2
남자,30 - 34세,2011,8,경제활동인구[천명],1835.5
남자,30 - 34세,2011,9,경제활동인구[천명],1833
남자,30 - 34세,2011,10,경제활동인구[천명],1855.5
남자,30 - 34세,2011,11,경제활동인구[천명],1867.6
남자,30 - 34세,2011,12,경제활동인구[천명],1860.7
남자,30 - 34세,2012,1,경제활동인구[천명],1845.4
남자,30 - 34세,2012,2,경제활동인구[천명],1862.6
남자,30 - 34세,2012,3,경제활동인구[천명],1870.3
남자,30 - 34세,2012,4,경제활동인구[천명],1887.9
남자,30 - 34세,2012,5,경제활동인구[천명],1895.6
남자,30 - 34세,2012,6,경제활동인구[천명],1899.1
남자,30 - 34세,2012,7,경제활동인구[천명],1903.8
남자,30 - 34세,2012,8,경제활동인구[천명],1904.5
남자,30 - 34세,2012,9,경제활동인구[천명],1912.7
남자,30 - 34세,2012,10,경제활동인구[천명],1916.3
남자,30 - 34세,2012,11,경제활동인구[천명],1910.2
남자,30 - 34세,2012,12,경제활동인구[천명],1902.3
남자,30 - 34세,2013,1,경제활동인구[천명],1898
남자,30 - 34세,2013,2,경제활동인구[천명],1900.6
남자,30 - 34세,2013,3,경제활동인구[천명],1904.1
남자,30 - 34세,2013,4,경제활동인구[천명],1916.6
남자,30 - 34세,2013,5,경제활동인구[천명],1923.8
남자,30 - 34세,2013,6,경제활동인구[천명],1914.1
남자,30 - 34세,2013,7,경제활동인구[천명],1909.2
남자,30 - 34세,2013,8,경제활동인구[천명],1915
남자,30 - 34세,2013,9,경제활동인구[천명],1918.5
남자,30 - 34세,2013,10,경제활동인구[천명],1915.8
남자,30 - 34세,2013,11,경제활동인구[천명],1913.1
남자,30 - 34세,2013,12,경제활동인구[천명],1912.4
남자,30 - 34세,2014,1,경제활동인구[천명],1904
남자,30 - 34세,2014,2,경제활동인구[천명],1916.6
남자,30 - 34세,2014,3,경제활동인구[천명],1912.2
남자,30 - 34세,2014,4,경제활동인구[천명],1924.2
남자,30 - 34세,2014,5,경제활동인구[천명],1909.8
남자,30 - 34세,2014,6,경제활동인구[천명],1923.8
남자,30 - 34세,2014,7,경제활동인구[천명],1920.1
남자,30 - 34세,2014,8,경제활동인구[천명],1910.8
남자,30 - 34세,2014,9,경제활동인구[천명],1904.4
남자,30 - 34세,2014,10,경제활동인구[천명],1901.6
남자,30 - 34세,2014,11,경제활동인구[천명],1886.7
남자,30 - 34세,2014,12,경제활동인구[천명],1888.3
남자,30 - 34세,2015,1,경제활동인구[천명],1865.6
남자,30 - 34세,2015,2,경제활동인구[천명],1868.6
남자,30 - 34세,2015,3,경제활동인구[천명],1855.1
남자,30 - 34세,2015,4,경제활동인구[천명],1866.6
남자,30 - 34세,2015,5,경제활동인구[천명],1858.7
남자,30 - 34세,2015,6,경제활동인구[천명],1851.4
남자,30 - 34세,2015,7,경제활동인구[천명],1847.3
남자,30 - 34세,2015,8,경제활동인구[천명],1831.6
남자,30 - 34세,2015,9,경제활동인구[천명],1829.3
남자,30 - 34세,2015,10,경제활동인구[천명],1822.8
남자,30 - 34세,2015,11,경제활동인구[천명],1809.1
남자,30 - 34세,2015,12,경제활동인구[천명],1803.1
남자,30 - 34세,2016,1,경제활동인구[천명],1801.4
남자,30 - 34세,2016,2,경제활동인구[천명],1792.1
남자,30 - 34세,2016,3,경제활동인구[천명],1783.2
남자,30 - 34세,2016,4,경제활동인구[천명],1765.4
남자,30 - 34세,2016,5,경제활동인구[천명],1750.9
남자,30 - 34세,2016,6,경제활동인구[천명],1756.7
남자,30 - 34세,2016,7,경제활동인구[천명],1749.8
남자,30 - 34세,2016,8,경제활동인구[천명],1738.7
남자,30 - 34세,2016,9,경제활동인구[천명],1719.3
남자,30 - 34세,2016,10,경제활동인구[천명],1705.8
남자,30 - 34세,2016,11,경제활동인구[천명],1702.3
남자,30 - 34세,2016,12,경제활동인구[천명],1689.5
남자,30 - 34세,2017,1,경제활동인구[천명],1676.2
남자,30 - 34세,2017,2,경제활동인구[천명],1681.4
남자,30 - 34세,2017,3,경제활동인구[천명],1670.1
남자,30 - 34세,2017,4,경제활동인구[천명],1664.1
남자,30 - 34세,2017,5,경제활동인구[천명],1645.3
남자,30 - 34세,2017,6,경제활동인구[천명],1650.6
남자,30 - 34세,2017,7,경제활동인구[천명],1637.6
남자,30 - 34세,2017,8,경제활동인구[천명],1626.3
남자,30 - 34세,2017,9,경제활동인구[천명],1629.4
남자,30 - 34세,2017,10,경제활동인구[천명],1626.6
남자,30 - 34세,2017,11,경제활동인구[천명],1623.2
남자,30 - 34세,2017,12,경제활동인구[천명],1623.4
남자,30 - 34세,2018,1,경제활동인구[천명],1612.7
남자,30 - 34세,2018,2,경제활동인구[천명],1602
남자,30 - 34세,2018,3,경제활동인구[천명],1613.5
남자,30 - 34세,2018,4,경제활동인구[천명],1608.6
남자,30 - 34세,2018,5,경제활동인구[천명],1598.6
남자,30 - 34세,2018,6,경제활동인구[천명],1583.1
남자,30 - 34세,2018,7,경제활동인구[천명],1575.7
남자,30 - 34세,2018,8,경제활동인구[천명],1573.2
남자,30 - 34세,2018,9,경제활동인구[천명],1578.3
남자,30 - 34세,2018,10,경제활동인구[천명],1588.3
남자,30 - 34세,2018,11,경제활동인구[천명],1582.5
남자,30 - 34세,2018,12,경제활동인구[천명],1572
남자,30 - 34세,2019,1,경제활동인구[천명],1545.9
남자,30 - 34세,2019,2,경제활동인구[천명],1554.8
남자,30 - 34세,2019,3,경제활동인구[천명],1555.9
남자,30 - 34세,2019,4,경제활동인구[천명],1554.4
남자,30 - 34세,2019,5,경제활동인구[천명],1563.9
남자,30 - 34세,2019,6,경제활동인구[천명],1569.8
남자,30 - 34세,2019,7,경제활동인구[천명],1566.9
남자,30 - 34세,2019,8,경제활동인구[천명],1548.6
남자,30 - 34세,2019,9,경제활동인구[천명],1543.8
남자,30 - 34세,2019,10,경제활동인구[천명],1543.9
남자,30 - 34세,2019,11,경제활동인구[천명],1556.6
남자,30 - 34세,2019,12,경제활동인구[천명],1552.6
남자,30 - 34세,2020,1,경제활동인구[천명],1566.5
남자,30 - 34세,2020,2,경제활동인구[천명],1562
남자,30 - 34세,2020,3,경제활동인구[천명],1544.1
남자,30 - 34세,2020,4,경제활동인구[천명],1549.3
남자,30 - 34세,2020,5,경제활동인구[천명],1559.5
남자,30 - 34세,2020,6,경제활동인구[천명],1564.8
남자,30 - 34세,2020,7,경제활동인구[천명],1549.8
남자,30 - 34세,2020,8,경제활동인구[천명],1530.4
남자,30 - 34세,2020,9,경제활동인구[천명],1538.7
남자,30 - 34세,2020,10,경제활동인구[천명],1542.4
남자,30 - 34세,2020,11,경제활동인구[천명],1545.1
남자,30 - 34세,2020,12,경제활동인구[천명],1552.5
남자,30 - 34세,2021,1,경제활동인구[천명],1554.5
남자,30 - 34세,2021,2,경제활동인구[천명],1550
남자,30 - 34세,2021,3,경제활동인구[천명],1552.1
남자,30 - 34세,2021,4,경제활동인구[천명],1544.6
남자,30 - 34세,2021,5,경제활동인구[천명],1551.1
남자,35 - 39세,2011,1,경제활동인구[천명],2042.6
남자,35 - 39세,2011,2,경제활동인구[천명],2059.9
남자,35 - 39세,2011,3,경제활동인구[천명],2060.1
남자,35 - 39세,2011,4,경제활동인구[천명],2055.1
남자,35 - 39세,2011,5,경제활동인구[천명],2038.1
남자,35 - 39세,2011,6,경제활동인구[천명],2046.1
남자,35 - 39세,2011,7,경제활동인구[천명],2030.9
남자,35 - 39세,2011,8,경제활동인구[천명],2020.8
남자,35 - 39세,2011,9,경제활동인구[천명],2008.2
남자,35 - 39세,2011,10,경제활동인구[천명],2015.4
남자,35 - 39세,2011,11,경제활동인구[천명],2003.7
남자,35 - 39세,2011,12,경제활동인구[천명],1996.6
남자,35 - 39세,2012,1,경제활동인구[천명],1970.6
남자,35 - 39세,2012,2,경제활동인구[천명],1980.2
남자,35 - 39세,2012,3,경제활동인구[천명],1975
남자,35 - 39세,2012,4,경제활동인구[천명],1973.8
남자,35 - 39세,2012,5,경제활동인구[천명],1971.5
남자,35 - 39세,2012,6,경제활동인구[천명],1968.6
남자,35 - 39세,2012,7,경제활동인구[천명],1964.7
남자,35 - 39세,2012,8,경제활동인구[천명],1959.6
남자,35 - 39세,2012,9,경제활동인구[천명],1950.3
남자,35 - 39세,2012,10,경제활동인구[천명],1949.4
남자,35 - 39세,2012,11,경제활동인구[천명],1933.8
남자,35 - 39세,2012,12,경제활동인구[천명],1917.6
남자,35 - 39세,2013,1,경제활동인구[천명],1898
남자,35 - 39세,2013,2,경제활동인구[천명],1896.4
남자,35 - 39세,2013,3,경제활동인구[천명],1896.5
남자,35 - 39세,2013,4,경제활동인구[천명],1905.9
남자,35 - 39세,2013,5,경제활동인구[천명],1903.2
남자,35 - 39세,2013,6,경제활동인구[천명],1902.6
남자,35 - 39세,2013,7,경제활동인구[천명],1892.1
남자,35 - 39세,2013,8,경제활동인구[천명],1878.8
남자,35 - 39세,2013,9,경제활동인구[천명],1875.7
남자,35 - 39세,2013,10,경제활동인구[천명],1883.3
남자,35 - 39세,2013,11,경제활동인구[천명],1879
남자,35 - 39세,2013,12,경제활동인구[천명],1871.9
남자,35 - 39세,2014,1,경제활동인구[천명],1858.3
남자,35 - 39세,2014,2,경제활동인구[천명],1862.5
남자,35 - 39세,2014,3,경제활동인구[천명],1854.5
남자,35 - 39세,2014,4,경제활동인구[천명],1862.6
남자,35 - 39세,2014,5,경제활동인구[천명],1856.1
남자,35 - 39세,2014,6,경제활동인구[천명],1847.7
남자,35 - 39세,2014,7,경제활동인구[천명],1858.1
남자,35 - 39세,2014,8,경제활동인구[천명],1852.2
남자,35 - 39세,2014,9,경제활동인구[천명],1846
남자,35 - 39세,2014,10,경제활동인구[천명],1854.1
남자,35 - 39세,2014,11,경제활동인구[천명],1857.1
남자,35 - 39세,2014,12,경제활동인구[천명],1852.1
남자,35 - 39세,2015,1,경제활동인구[천명],1853
남자,35 - 39세,2015,2,경제활동인구[천명],1867.6
남자,35 - 39세,2015,3,경제활동인구[천명],1864.3
남자,35 - 39세,2015,4,경제활동인구[천명],1855.4
남자,35 - 39세,2015,5,경제활동인구[천명],1861.8
남자,35 - 39세,2015,6,경제활동인구[천명],1873.1
남자,35 - 39세,2015,7,경제활동인구[천명],1874.2
남자,35 - 39세,2015,8,경제활동인구[천명],1878
남자,35 - 39세,2015,9,경제활동인구[천명],1874.7
남자,35 - 39세,2015,10,경제활동인구[천명],1878.6
남자,35 - 39세,2015,11,경제활동인구[천명],1880.2
남자,35 - 39세,2015,12,경제활동인구[천명],1889.8
남자,35 - 39세,2016,1,경제활동인구[천명],1887.1
남자,35 - 39세,2016,2,경제활동인구[천명],1882.9
남자,35 - 39세,2016,3,경제활동인구[천명],1885.7
남자,35 - 39세,2016,4,경제활동인구[천명],1887.2
남자,35 - 39세,2016,5,경제활동인구[천명],1900.5
남자,35 - 39세,2016,6,경제활동인구[천명],1902.4
남자,35 - 39세,2016,7,경제활동인구[천명],1899.5
남자,35 - 39세,2016,8,경제활동인구[천명],1896.6
남자,35 - 39세,2016,9,경제활동인구[천명],1908
남자,35 - 39세,2016,10,경제활동인구[천명],1921.6
남자,35 - 39세,2016,11,경제활동인구[천명],1931.4
남자,35 - 39세,2016,12,경제활동인구[천명],1927
남자,35 - 39세,2017,1,경제활동인구[천명],1930.1
남자,35 - 39세,2017,2,경제활동인구[천명],1934.5
남자,35 - 39세,2017,3,경제활동인구[천명],1948
남자,35 - 39세,2017,4,경제활동인구[천명],1957.7
남자,35 - 39세,2017,5,경제활동인구[천명],1954
남자,35 - 39세,2017,6,경제활동인구[천명],1965.8
남자,35 - 39세,2017,7,경제활동인구[천명],1970.2
남자,35 - 39세,2017,8,경제활동인구[천명],1969.2
남자,35 - 39세,2017,9,경제활동인구[천명],1970.4
남자,35 - 39세,2017,10,경제활동인구[천명],1965.6
남자,35 - 39세,2017,11,경제활동인구[천명],1975
남자,35 - 39세,2017,12,경제활동인구[천명],1967.3
남자,35 - 39세,2018,1,경제활동인구[천명],1963.9
남자,35 - 39세,2018,2,경제활동인구[천명],1959.3
남자,35 - 39세,2018,3,경제활동인구[천명],1961.6
남자,35 - 39세,2018,4,경제활동인구[천명],1968.2
남자,35 - 39세,2018,5,경제활동인구[천명],1967.1
남자,35 - 39세,2018,6,경제활동인구[천명],1959.5
남자,35 - 39세,2018,7,경제활동인구[천명],1947.6
남자,35 - 39세,2018,8,경제활동인구[천명],1944.8
남자,35 - 39세,2018,9,경제활동인구[천명],1953.4
남자,35 - 39세,2018,10,경제활동인구[천명],1944.2
남자,35 - 39세,2018,11,경제활동인구[천명],1938.3
남자,35 - 39세,2018,12,경제활동인구[천명],1930.6
남자,35 - 39세,2019,1,경제활동인구[천명],1917.8
남자,35 - 39세,2019,2,경제활동인구[천명],1931.4
남자,35 - 39세,2019,3,경제활동인구[천명],1936.8
남자,35 - 39세,2019,4,경제활동인구[천명],1944.5
남자,35 - 39세,2019,5,경제활동인구[천명],1941.4
남자,35 - 39세,2019,6,경제활동인구[천명],1951.4
남자,35 - 39세,2019,7,경제활동인구[천명],1930.1
남자,35 - 39세,2019,8,경제활동인구[천명],1916.5
남자,35 - 39세,2019,9,경제활동인구[천명],1908.9
남자,35 - 39세,2019,10,경제활동인구[천명],1904.7
남자,35 - 39세,2019,11,경제활동인구[천명],1895.2
남자,35 - 39세,2019,12,경제활동인구[천명],1889.3
남자,35 - 39세,2020,1,경제활동인구[천명],1872.9
남자,35 - 39세,2020,2,경제활동인구[천명],1877.1
남자,35 - 39세,2020,3,경제활동인구[천명],1856.7
남자,35 - 39세,2020,4,경제활동인구[천명],1835.3
남자,35 - 39세,2020,5,경제활동인구[천명],1844.7
남자,35 - 39세,2020,6,경제활동인구[천명],1837.3
남자,35 - 39세,2020,7,경제활동인구[천명],1839.7
남자,35 - 39세,2020,8,경제활동인구[천명],1813.5
남자,35 - 39세,2020,9,경제활동인구[천명],1799.9
남자,35 - 39세,2020,10,경제활동인구[천명],1805.2
남자,35 - 39세,2020,11,경제활동인구[천명],1810.7
남자,35 - 39세,2020,12,경제활동인구[천명],1782.6
